"DateTime";"Temp.buffer Midden [Warmtapwater bwdl Geel] [°C]"
"2023-03-31 23:04:00";63,9
"2023-03-31 23:12:00";63,8
"2023-03-31 23:20:00";63,8
"2023-03-31 23:28:00";63,8
"2023-03-31 23:36:00";63,8
"2023-03-31 23:44:00";63,7
"2023-03-31 23:52:00";63,7
"2023-04-01 00:00:00";63,7
"2023-04-01 00:08:00";63,6
"2023-04-01 00:16:00";63,6
"2023-04-01 00:24:00";63,6
"2023-04-01 00:32:00";63,6
"2023-04-01 00:40:00";63,6
"2023-04-01 00:48:00";63,6
"2023-04-01 00:56:00";63,6
"2023-04-01 01:04:00";63,6
"2023-04-01 01:12:00";63,6
"2023-04-01 01:20:00";63,5
"2023-04-01 01:28:00";63,5
"2023-04-01 01:36:00";63,5
"2023-04-01 01:44:00";63,5
"2023-04-01 01:52:00";63,5
"2023-04-01 02:00:00";63,5
"2023-04-01 02:08:00";63,5
"2023-04-01 02:16:00";63,4
"2023-04-01 02:24:00";63,4
"2023-04-01 02:32:00";63,4
"2023-04-01 02:40:00";63,3
"2023-04-01 02:48:00";63,2
"2023-04-01 02:56:00";63,2
"2023-04-01 03:04:00";63,2
"2023-04-01 03:12:00";63,2
"2023-04-01 03:20:00";63,1
"2023-04-01 03:28:00";63,1
"2023-04-01 03:36:00";63,1
"2023-04-01 03:44:00";63,2
"2023-04-01 03:52:00";63,1
"2023-04-01 04:00:00";63,1
"2023-04-01 04:08:00";63,1
"2023-04-01 04:16:00";63,1
"2023-04-01 04:24:00";63,1
"2023-04-01 04:32:00";63
"2023-04-01 04:40:00";63
"2023-04-01 04:48:00";62,9
"2023-04-01 04:56:00";62,9
"2023-04-01 05:04:00";62,8
"2023-04-01 05:12:00";62,8
"2023-04-01 05:20:00";62,8
"2023-04-01 05:28:00";62,8
"2023-04-01 05:36:00";62,8
"2023-04-01 05:44:00";62,7
"2023-04-01 05:52:00";62,7
"2023-04-01 06:00:00";62,7
"2023-04-01 06:08:00";62,7
"2023-04-01 06:16:00";62,7
"2023-04-01 06:24:00";62,6
"2023-04-01 06:32:00";62,6
"2023-04-01 06:40:00";62,6
"2023-04-01 06:48:00";62,6
"2023-04-01 06:56:00";62,6
"2023-04-01 07:04:00";62,5
"2023-04-01 07:12:00";62,5
"2023-04-01 07:20:00";62,5
"2023-04-01 07:28:00";62,4
"2023-04-01 07:36:00";62,4
"2023-04-01 07:44:00";62,5
"2023-04-01 07:52:00";62,4
"2023-04-01 08:00:00";62,4
"2023-04-01 08:08:00";62,4
"2023-04-01 08:16:00";62,4
"2023-04-01 08:24:00";62,3
"2023-04-01 08:32:00";62,3
"2023-04-01 08:40:00";62,2
"2023-04-01 08:48:00";62,1
"2023-04-01 08:56:00";62,1
"2023-04-01 09:04:00";62,1
"2023-04-01 09:12:00";62,1
"2023-04-01 09:20:00";62,1
"2023-04-01 09:28:00";62
"2023-04-01 09:36:00";62
"2023-04-01 09:44:00";62,1
"2023-04-01 09:52:00";62,1
"2023-04-01 10:00:00";62
"2023-04-01 10:08:00";62
"2023-04-01 10:16:00";62
"2023-04-01 10:24:00";61,9
"2023-04-01 10:32:00";61,9
"2023-04-01 10:40:00";61,9
"2023-04-01 10:48:00";61,8
"2023-04-01 10:56:00";61,8
"2023-04-01 11:04:00";61,8
"2023-04-01 11:12:00";61,7
"2023-04-01 11:20:00";61,7
"2023-04-01 11:28:00";61,7
"2023-04-01 11:36:00";61,7
"2023-04-01 11:44:00";61,6
"2023-04-01 11:52:00";61,6
"2023-04-01 12:00:00";61,6
"2023-04-01 12:08:00";61,6
"2023-04-01 12:16:00";61,5
"2023-04-01 12:24:00";61,5
"2023-04-01 12:32:00";61,5
"2023-04-01 12:40:00";61,5
"2023-04-01 12:48:00";61,6
"2023-04-01 12:56:00";61,5
"2023-04-01 13:04:00";61,5
"2023-04-01 13:12:00";61,5
"2023-04-01 13:20:00";61,5
"2023-04-01 13:28:00";61,4
"2023-04-01 13:36:00";61,4
"2023-04-01 13:44:00";61,4
"2023-04-01 13:52:00";61,3
"2023-04-01 14:00:00";61,3
"2023-04-01 14:08:00";61,3
"2023-04-01 14:16:00";61,3
"2023-04-01 14:24:00";61,2
"2023-04-01 14:32:00";61,2
"2023-04-01 14:40:00";61,2
"2023-04-01 14:48:00";61,2
"2023-04-01 14:56:00";61,2
"2023-04-01 15:04:00";61,1
"2023-04-01 15:12:00";61,1
"2023-04-01 15:20:00";61,1
"2023-04-01 15:28:00";61
"2023-04-01 15:36:00";61
"2023-04-01 15:44:00";61
"2023-04-01 15:52:00";60,9
"2023-04-01 16:00:00";60,9
"2023-04-01 16:08:00";60,9
"2023-04-01 16:16:00";60,8
"2023-04-01 16:24:00";60,8
"2023-04-01 16:32:00";60,8
"2023-04-01 16:40:00";60,7
"2023-04-01 16:48:00";60,7
"2023-04-01 16:56:00";60,7
"2023-04-01 17:04:00";60,6
"2023-04-01 17:12:00";60,6
"2023-04-01 17:20:00";60,6
"2023-04-01 17:28:00";60,6
"2023-04-01 17:36:00";60,5
"2023-04-01 17:44:00";60,6
"2023-04-01 17:52:00";60,6
"2023-04-01 18:00:00";60,6
"2023-04-01 18:08:00";60,5
"2023-04-01 18:16:00";60,5
"2023-04-01 18:24:00";60,5
"2023-04-01 18:32:00";60,5
"2023-04-01 18:40:00";60,4
"2023-04-01 18:48:00";60,4
"2023-04-01 18:56:00";60,4
"2023-04-01 19:04:00";60,3
"2023-04-01 19:12:00";60,3
"2023-04-01 19:20:00";60,3
"2023-04-01 19:28:00";60,3
"2023-04-01 19:36:00";60,2
"2023-04-01 19:44:00";60,1
"2023-04-01 19:52:00";60
"2023-04-01 20:00:00";60
"2023-04-01 20:08:00";60
"2023-04-01 20:16:00";59,9
"2023-04-01 20:24:00";59,9
"2023-04-01 20:32:00";59,9
"2023-04-01 20:40:00";59,9
"2023-04-01 20:48:00";60
"2023-04-01 20:56:00";60
"2023-04-01 21:04:00";60
"2023-04-01 21:12:00";59,9
"2023-04-01 21:20:00";59,9
"2023-04-01 21:28:00";59,9
"2023-04-01 21:36:00";59,8
"2023-04-01 21:44:00";59,7
"2023-04-01 21:52:00";59,7
"2023-04-01 22:00:00";59,7
"2023-04-01 22:08:00";59,6
"2023-04-01 22:16:00";59,6
"2023-04-01 22:24:00";59,6
"2023-04-01 22:32:00";59,6
"2023-04-01 22:40:00";59,6
"2023-04-01 22:48:00";59,5
"2023-04-01 22:56:00";59,5
"2023-04-01 23:04:00";59,5
"2023-04-01 23:12:00";59,5
"2023-04-01 23:20:00";59,4
"2023-04-01 23:28:00";59,4
"2023-04-01 23:36:00";59,4
"2023-04-01 23:44:00";59,4
"2023-04-01 23:52:00";59,4
"2023-04-02 00:00:00";59,4
"2023-04-02 00:08:00";59,3
"2023-04-02 00:16:00";59,3
"2023-04-02 00:24:00";59,3
"2023-04-02 00:32:00";59,3
"2023-04-02 00:40:00";59,2
"2023-04-02 00:48:00";59,2
"2023-04-02 00:56:00";59,1
"2023-04-02 01:04:00";59,1
"2023-04-02 01:12:00";59,1
"2023-04-02 01:20:00";59,1
"2023-04-02 01:28:00";59
"2023-04-02 01:36:00";59
"2023-04-02 01:44:00";59
"2023-04-02 01:52:00";59
"2023-04-02 02:00:00";59
"2023-04-02 02:08:00";58,9
"2023-04-02 02:16:00";58,9
"2023-04-02 02:24:00";58,9
"2023-04-02 02:32:00";58,8
"2023-04-02 02:40:00";58,7
"2023-04-02 02:48:00";58,7
"2023-04-02 02:56:00";58,6
"2023-04-02 03:04:00";58,6
"2023-04-02 03:12:00";58,6
"2023-04-02 03:20:00";58,5
"2023-04-02 03:28:00";58,5
"2023-04-02 03:36:00";58,5
"2023-04-02 03:44:00";58,4
"2023-04-02 03:52:00";58,4
"2023-04-02 04:00:00";58,4
"2023-04-02 04:08:00";58,4
"2023-04-02 04:16:00";58,3
"2023-04-02 04:24:00";58,3
"2023-04-02 04:32:00";58,1
"2023-04-02 04:40:00";57,9
"2023-04-02 04:48:00";57,7
"2023-04-02 04:56:00";57,4
"2023-04-02 05:04:00";57,3
"2023-04-02 05:12:00";57,3
"2023-04-02 05:20:00";57,2
"2023-04-02 05:28:00";57,1
"2023-04-02 05:36:00";57,1
"2023-04-02 05:44:00";57
"2023-04-02 05:52:00";56,9
"2023-04-02 06:00:00";56,9
"2023-04-02 06:08:00";56,8
"2023-04-02 06:16:00";56,7
"2023-04-02 06:24:00";56,7
"2023-04-02 06:32:00";56,6
"2023-04-02 06:40:00";56,5
"2023-04-02 06:48:00";56,5
"2023-04-02 06:56:00";56,4
"2023-04-02 07:04:00";56,4
"2023-04-02 07:12:00";56,3
"2023-04-02 07:20:00";56,3
"2023-04-02 07:28:00";56,2
"2023-04-02 07:36:00";56,2
"2023-04-02 07:44:00";56,1
"2023-04-02 07:52:00";56
"2023-04-02 08:00:00";56
"2023-04-02 08:08:00";55,9
"2023-04-02 08:16:00";55,9
"2023-04-02 08:24:00";55,8
"2023-04-02 08:32:00";55,8
"2023-04-02 08:40:00";55,7
"2023-04-02 08:48:00";55,7
"2023-04-02 08:56:00";55,6
"2023-04-02 09:04:00";55,6
"2023-04-02 09:12:00";55,5
"2023-04-02 09:20:00";55,5
"2023-04-02 09:28:00";55,4
"2023-04-02 09:36:00";55,3
"2023-04-02 09:44:00";55,2
"2023-04-02 09:52:00";55,1
"2023-04-02 10:00:00";55,1
"2023-04-02 10:08:00";55
"2023-04-02 10:16:00";55
"2023-04-02 10:24:00";54,9
"2023-04-02 10:32:00";54,9
"2023-04-02 10:40:00";54,8
"2023-04-02 10:48:00";54,9
"2023-04-02 10:56:00";54,9
"2023-04-02 11:04:00";54,8
"2023-04-02 11:12:00";54,7
"2023-04-02 11:20:00";54,7
"2023-04-02 11:28:00";54,6
"2023-04-02 11:36:00";54,6
"2023-04-02 11:44:00";54,5
"2023-04-02 11:52:00";54,5
"2023-04-02 12:00:00";54,4
"2023-04-02 12:08:00";54,4
"2023-04-02 12:16:00";54,3
"2023-04-02 12:24:00";54,3
"2023-04-02 12:32:00";54,2
"2023-04-02 12:40:00";54,2
"2023-04-02 12:48:00";54,1
"2023-04-02 12:56:00";54
"2023-04-02 13:04:00";54
"2023-04-02 13:12:00";53,9
"2023-04-02 13:20:00";53,9
"2023-04-02 13:28:00";53,8
"2023-04-02 13:36:00";53,8
"2023-04-02 13:44:00";53,8
"2023-04-02 13:52:00";53,8
"2023-04-02 14:00:00";53,8
"2023-04-02 14:08:00";53,7
"2023-04-02 14:16:00";53,7
"2023-04-02 14:24:00";53,6
"2023-04-02 14:32:00";53,6
"2023-04-02 14:40:00";53,5
"2023-04-02 14:48:00";53,4
"2023-04-02 14:56:00";53,4
"2023-04-02 15:04:00";53,3
"2023-04-02 15:12:00";53,3
"2023-04-02 15:20:00";53,2
"2023-04-02 15:28:00";53,2
"2023-04-02 15:36:00";53,1
"2023-04-02 15:44:00";53,1
"2023-04-02 15:52:00";53
"2023-04-02 16:00:00";52,9
"2023-04-02 16:08:00";52,9
"2023-04-02 16:16:00";52,8
"2023-04-02 16:24:00";52,8
"2023-04-02 16:32:00";52,7
"2023-04-02 16:40:00";52,7
"2023-04-02 16:48:00";52,7
"2023-04-02 16:56:00";52,6
"2023-04-02 17:04:00";52,6
"2023-04-02 17:12:00";52,5
"2023-04-02 17:20:00";52,5
"2023-04-02 17:28:00";52,4
"2023-04-02 17:36:00";52,4
"2023-04-02 17:44:00";52,3
"2023-04-02 17:52:00";52,3
"2023-04-02 18:00:00";52,2
"2023-04-02 18:08:00";52,2
"2023-04-02 18:16:00";52,1
"2023-04-02 18:24:00";52,1
"2023-04-02 18:32:00";52
"2023-04-02 18:40:00";52
"2023-04-02 18:48:00";52
"2023-04-02 18:56:00";51,9
"2023-04-02 19:04:00";51,8
"2023-04-02 19:12:00";51,8
"2023-04-02 19:20:00";51,8
"2023-04-02 19:28:00";51,7
"2023-04-02 19:36:00";51,6
"2023-04-02 19:44:00";51,6
"2023-04-02 19:52:00";51,5
"2023-04-02 20:00:00";51,5
"2023-04-02 20:08:00";51,4
"2023-04-02 20:16:00";51,3
"2023-04-02 20:24:00";51,3
"2023-04-02 20:32:00";51,3
"2023-04-02 20:40:00";51,2
"2023-04-02 20:48:00";51,4
"2023-04-02 20:56:00";51,4
"2023-04-02 21:04:00";51,3
"2023-04-02 21:12:00";51,3
"2023-04-02 21:20:00";51,2
"2023-04-02 21:28:00";51,2
"2023-04-02 21:36:00";51,2
"2023-04-02 21:44:00";51
"2023-04-02 21:52:00";50,9
"2023-04-02 22:00:00";50,8
"2023-04-02 22:08:00";50,8
"2023-04-02 22:16:00";50,7
"2023-04-02 22:24:00";50,7
"2023-04-02 22:32:00";50,6
"2023-04-02 22:40:00";50,6
"2023-04-02 22:48:00";50,5
"2023-04-02 22:56:00";50,5
"2023-04-02 23:04:00";50,4
"2023-04-02 23:12:00";50,4
"2023-04-02 23:20:00";50,3
"2023-04-02 23:28:00";50,3
"2023-04-02 23:36:00";50,2
"2023-04-02 23:44:00";50,2
"2023-04-02 23:52:00";50,2
